team_home,team_away,goals_home,goals_away,season,league_division
FC Haxi,HerTo/3,2,3,2024,6
AC StaSi,Veijarit,3,1,2024,6
ViSa,HiHi,4,0,2024,6
Ponnistus/Kermaa,HPS/Jägers,2,3,2024,6
FC POHU/Gettopojat,Kurvin Vauhti/Partiz,6,1,2024,6
FC Juvantus,FC City,2,2,2024,6
Ruila,Fc Vuosaari/Ex-WK,3,0,2024,6
PPS/Diablos Rojos,KeiKa,1,6,2024,6
FC Tuusula,AC JazzPa,0,0,2024,6
MyPa/FC,Flamingo United/2,12,0,2024,6
Naseva,Iitin Pallo-68,1,2,2024,6
JaVo,HausPa,5,1,2024,6
Flamingo United/2,Korian Klubi/2,3,2,2024,6
HausPa,Iitin Pallo-68,0,0,2024,6
Purha,HaTP,4,3,2024,6
Iitin Pallo-68,Lahden United,0,4,2024,6
Iitin Pallo-68,FC Villisiat,1,1,2024,6
JaVo,Flamingo United/2,4,0,2024,6
Veijarit,AC StaSi,0,2,2024,6
HerTo/3,FC Haxi,0,3,2024,6
Kullervo/Mosaic,FC Juvantus,3,2,2024,6
Andalus FC/Alpujarra,FC Kontu/ST,0,4,2024,6
Fc Vuosaari/Ex-WK,Ruila,2,3,2024,6
StaPa De Royale,FC City,10,2,2024,6
FC Fortuna/Itä,FC Eagles,1,2,2024,6
Pessoas Boas,PPJ/Faijat Jätkäsaari,2,2,2024,6
FC MVP,FC Tuusula,7,0,2024,6
HaTP,KarPo,0,1,2024,6
FC Villisiat,Iitin Pallo-68,1,1,2024,6
JaVo,MyPa/FC,1,3,2024,6
KelA/Akatemia,Ares -86,4,0,2024,6
LePa/Via Alberga,Geishan Pallo,3,2,2024,6
FC POHU/SiPa,HePuLi,1,2,2024,6
HPS/Jägers,Strikers/Bertil,3,0,2024,6
HausPa,Flamingo United/2,10,0,2024,6
FC Kirkkonummi/3,LePa/Cityboys,1,3,2024,6
LPS/reservi,FC Juvantus,9,0,2024,6
HJK/Töölön Ihme,FC Dons/Akatemia,1,5,2024,6
PaPe,Lahden United,0,4,2024,6
FC FC,TöTa/FC Mauskis,4,0,2024,6
FC Germania/Akademie,FC POHU/Atl Koffari,3,1,2024,6
HH Palloveikot,HJK/Kantsu 94,2,1,2024,6
Kurvin Vauhti/Partiz,HeMan,1,2,2024,6
PiTa,HooGee/Hodari,3,0,2024,6
FC OHO UNITED,PPV/Seos,1,5,2024,6
KPPK,FC POHU/United,0,3,2024,6
Fc Vuosaari/Ex-WK,Vietfin FC,0,3,2024,6
KeiKa,HAlku/FC,5,1,2024,6
Vermo Vikings,Lännen Torpedo,4,2,2024,6
HooGee/23,Kilo IF/3,7,2,2024,6
AC Rastaala,Länsiväylän Dynamo,4,0,2024,6
KJS/Sininen,EsPa/AFG,4,2,2024,6
JäPS/United,PPS/Diablos Rojos,7,1,2024,6
AFC EMU,FC Mango,1,2,2024,6
PK-35/Legendat,Ponnistus/Kermaa,4,1,2024,6
Ruila,FC Kontu/TDJ,3,3,2024,6
FC Kontu/ST,FC Haxi,1,4,2024,6
TiPS/Legends,MLHF,2,1,2024,6
Jäntevä/Ukot,ViSa,1,0,2024,6
HiHi,FC Loviisa/LIK,1,2,2024,6
FC POHU/Shrimps,FC Puimur,0,1,2024,6
Valtti/keltainen,FC Viikingit/S.C.P L,2,11,2024,6
Jokerit FC/2,Andalus FC/Alpujarra,1,1,2024,6
Ponnistus/Peruskallio,Kulps,1,2,2024,6
Käpylä Maanantai,Kullervo/Mosaic,3,3,2024,6
FC ST4Y,FC POHU/Gettopojat,1,1,2024,6
FC Kapina/2,AC JazzPa,4,3,2024,6
PoPo,Purha,3,1,2024,6
Korian Klubi/2,Naseva,2,3,2024,6
Ponnistus/Peruskallio,Kullervo/Mosaic,0,1,2024,6
PPV/Seos,HePuLi,1,1,2024,6
FC Villisiat,HausPa,0,3,2024,6
Strikers/Bertil,HJK/Kantsu 94,3,0,2024,6
Käpylä Maanantai,LPS/reservi,1,2,2024,6
KJS/Sininen,LePa/Cityboys,3,5,2024,6
KPPK,HPS/Jägers,1,0,2024,6
FC Dons/Akatemia,TöTa/FC Mauskis,0,2,2024,6
StaPa De Royale,Ponnistus/Peruskallio,9,0,2024,6
AFC EMU,Andalus FC/Alpujarra,4,2,2024,6
Ponnistus/Kermaa,FC POHU/United,0,2,2024,6
HJK/Töölön Ihme,FC FC,2,5,2024,6
Vermo Vikings,HooGee/Hodari,1,4,2024,6
FC Tuusula,KelA/Akatemia,0,3,2024,6
PoPo,FC Loviisa/LIK,5,0,2024,6
Korian Klubi/2,PaPe,0,7,2024,6
Pessoas Boas,FC POHU/Gettopojat,1,4,2024,6
TiPS/Legends,Vietfin FC,4,0,2024,6
FC POHU/SiPa,PiTa,3,2,2024,6
JaVo,Lahden United,1,10,2024,6
PPJ/Faijat Jätkäsaari,FC FC,3,2,2024,6
EsPa/AFG,FC Kirkkonummi/3,6,1,2024,6
KPPK,FC Puimur,7,4,2024,6
Iitin Pallo-68,Flamingo United/2,8,2,2024,6
HAlku/FC,JäPS/United,3,3,2024,6
HausPa,JaVo,1,2,2024,6
KarPo,HiHi,3,1,2024,6
Vietfin FC,FC Fortuna/Itä,4,2,2024,6
FC Etapo,HaTP,1,1,2024,6
Korian Klubi/2,Lahden United,0,3,2024,6
HeMan,FC ST4Y,2,7,2024,6
MLHF,Ruila,5,4,2024,6
Strikers/Bertil,PK-35/Legendat,3,0,2024,6
FC Juvantus,StaPa De Royale,0,3,2024,6
Kilo IF/3,KJS/Sininen,1,3,2024,6
FC Kontu/TDJ,Fc Vuosaari/Ex-WK,1,1,2024,6
HePuLi,FC OHO UNITED,1,3,2024,6
FC Viikingit/S.C.P L,TiPS/Legends,1,0,2024,6
HooGee/Hodari,FC POHU/SiPa,1,4,2024,6
Länsiväylän Dynamo,HooGee/23,1,3,2024,6
Ares -86,KeiKa,1,1,2024,6
FC Haxi,AFC EMU,8,0,2024,6
Geishan Pallo,Vermo Vikings,1,6,2024,6
TöTa/FC Mauskis,Kurvin Vauhti/Partiz,3,3,2024,6
FC Eagles,Valtti/keltainen,19,0,2024,6
FC City,Ponnistus/Peruskallio,1,3,2024,6
Veijarit,FC Kontu/ST,0,5,2024,6
FC POHU/Gettopojat,HJK/Töölön Ihme,3,3,2024,6
AC StaSi,HerTo/3,4,0,2024,6
Kulps,Käpylä Maanantai,0,5,2024,6
FC Loviisa/LIK,Jäntevä/Ukot,2,2,2024,6
ViTa,AC Rastaala,2,1,2024,6
Ponnistus/Kermaa,HH Palloveikot,5,1,2024,6
FC Dons/Akatemia,Pessoas Boas,1,2,2024,6
FC Mango,Jokerit FC/2,2,1,2024,6
ViSa,PoPo,2,2,2024,6
AC JazzPa,KelA/Akatemia,3,4,2024,6
Kullervo/Mosaic,FC Germania/Akademie,2,0,2024,6
PPS/Diablos Rojos,FC MVP,1,4,2024,6
FC POHU/Shrimps,FC POHU/United,0,6,2024,6
Lännen Torpedo,PiTa,2,1,2024,6
FC Tuusula,FC Kapina/2,3,2,2024,6
MyPa/FC,PaPe,0,7,2024,6
HJK/Kantsu 94,KPPK,1,3,2024,6
Naseva,FC Villisiat,0,0,2024,6
PPV/Seos,LePa/Via Alberga,2,2,2024,6
FC Puimur,HPS/Jägers,2,11,2024,6
Kurvin Vauhti/Partiz,FC ST4Y,0,0,2024,6
Ruila,FC Viikingit/S.C.P L,0,1,2024,6
FC Kontu/TDJ,FC Eagles,1,4,2024,6
HerTo/3,FC Kontu/ST,1,2,2024,6
PPJ/Faijat Jätkäsaari,HeMan,2,0,2024,6
TiPS/Legends,Fc Vuosaari/Ex-WK,2,1,2024,6
EsPa/AFG,ViTa,2,2,2024,6
FC OHO UNITED,LePa/Via Alberga,3,0,2024,6
Lahden United,Iitin Pallo-68,4,2,2024,6
HaTP,HiHi,5,4,2024,6
FC Villisiat,Flamingo United/2,6,0,2024,6
JaVo,Korian Klubi/2,3,2,2024,6
LePa/Cityboys,Länsiväylän Dynamo,4,0,2024,6
FC Kirkkonummi/3,Kilo IF/3,2,3,2024,6
HAlku/FC,FC Tuusula,3,4,2024,6
FC Fortuna/Itä,Valtti/keltainen,6,2,2024,6
PK-35/Legendat,FC Puimur,8,1,2024,6
PaPe,HausPa,1,1,2024,6
KPPK,FC POHU/Shrimps,5,0,2024,6
Vermo Vikings,FC POHU/SiPa,1,1,2024,6
KeiKa,FC MVP,1,1,2024,6
HooGee/Hodari,PPV/Seos,3,1,2024,6
Lännen Torpedo,HePuLi,1,2,2024,6
AC Rastaala,HooGee/23,3,4,2024,6
Andalus FC/Alpujarra,Veijarit,1,5,2024,6
JäPS/United,Ares -86,3,1,2024,6
Purha,KarPo,4,3,2024,6
FC POHU/Atl Koffari,FC City,2,3,2024,6
ViSa,FC Etapo,5,0,2024,6
PiTa,Geishan Pallo,2,2,2024,6
PPS/Diablos Rojos,AC JazzPa,5,1,2024,6
Jokerit FC/2,FC Haxi,2,3,2024,6
Länsiväylän Dynamo,ViTa,2,4,2024,6
FC Kapina/2,KelA/Akatemia,2,2,2024,6
MyPa/FC,Naseva,0,3,2024,6
MLHF,Vietfin FC,2,4,2024,6
FC Mango,AC StaSi,7,1,2024,6
FC Germania/Akademie,Kulps,2,2,2024,6
Kurvin Vauhti/Partiz,FC POHU/Gettopojat,2,3,2024,6
HPS/Jägers,HH Palloveikot,3,3,2024,6
Valtti/keltainen,TiPS/Legends,1,10,2024,6
AC Rastaala,Kilo IF/3,5,1,2024,6
TöTa/FC Mauskis,Pessoas Boas,0,1,2024,6
FC MVP,FC Kapina/2,2,3,2024,6
FC City,LPS/reservi,2,13,2024,6
HeMan,FC Dons/Akatemia,0,5,2024,6
Flamingo United/2,JaVo,1,4,2024,6
Iitin Pallo-68,MyPa/FC,3,1,2024,6
KelA/Akatemia,KeiKa,3,2,2024,6
Strikers/Bertil,FC POHU/United,0,0,2024,6
LePa/Via Alberga,Vermo Vikings,3,3,2024,6
HausPa,Lahden United,1,5,2024,6
HiHi,Jäntevä/Ukot,1,4,2024,6
HH Palloveikot,KPPK,1,1,2024,6
Kulps,FC POHU/Atl Koffari,0,2,2024,6
FC Etapo,PoPo,0,5,2024,6
FC Tuusula,JäPS/United,0,4,2024,6
FC Puimur,Ponnistus/Kermaa,1,3,2024,6
Veijarit,FC Mango,1,1,2024,6
HePuLi,PiTa,2,4,2024,6
Fc Vuosaari/Ex-WK,FC Fortuna/Itä,3,4,2024,6
FC FC,Kurvin Vauhti/Partiz,3,1,2024,6
Kilo IF/3,LePa/Cityboys,0,9,2024,6
HooGee/23,KJS/Sininen,4,1,2024,6
Länsiväylän Dynamo,EsPa/AFG,2,3,2024,6
FC Haxi,Andalus FC/Alpujarra,21,2,2024,6
FC Kontu/ST,AFC EMU,0,4,2024,6
Vietfin FC,Ruila,1,2,2024,6
FC Viikingit/S.C.P L,FC Kontu/TDJ,3,4,2024,6
HJK/Kantsu 94,PK-35/Legendat,2,4,2024,6
ViTa,FC Kirkkonummi/3,5,0,2024,6
Ares -86,PPS/Diablos Rojos,4,1,2024,6
FC ST4Y,HJK/Töölön Ihme,7,0,2024,6
FC Eagles,MLHF,6,1,2024,6
KarPo,ViSa,1,3,2024,6
FC POHU/Gettopojat,PPJ/Faijat Jätkäsaari,2,2,2024,6
AC JazzPa,HAlku/FC,1,2,2024,6
FC POHU/Shrimps,HPS/Jägers,1,5,2024,6
LPS/reservi,StaPa De Royale,1,1,2024,6
Ponnistus/Peruskallio,Käpylä Maanantai,1,3,2024,6
PPV/Seos,Lännen Torpedo,1,1,2024,6
FC Juvantus,FC Germania/Akademie,0,2,2024,6
Naseva,PaPe,0,3,2024,6
Geishan Pallo,HooGee/Hodari,2,2,2024,6
FC Loviisa/LIK,Purha,3,2,2024,6
Korian Klubi/2,FC Villisiat,1,1,2024,6
AC StaSi,Jokerit FC/2,5,1,2024,6
FC City,Kullervo/Mosaic,2,2,2024,6
FC POHU/SiPa,FC OHO UNITED,1,2,2024,6
PPJ/Faijat Jätkäsaari,FC ST4Y,0,7,2024,6
FC MVP,Ares -86,0,0,2024,6
HPS/Jägers,HJK/Kantsu 94,3,2,2024,6
FC Kirkkonummi/3,Länsiväylän Dynamo,1,0,2024,6
Lahden United,Flamingo United/2,8,1,2024,6
HaTP,ViSa,1,1,2024,6
FC Villisiat,MyPa/FC,5,1,2024,6
JaVo,Naseva,1,1,2024,6
LePa/Cityboys,HooGee/23,3,1,2024,6
HausPa,Korian Klubi/2,5,1,2024,6
Jäntevä/Ukot,FC Etapo,2,1,2024,6
Pessoas Boas,HeMan,2,0,2024,6
Käpylä Maanantai,FC Juvantus,0,1,2024,6
PaPe,Iitin Pallo-68,2,0,2024,6
KPPK,Strikers/Bertil,1,4,2024,6
Fc Vuosaari/Ex-WK,FC Viikingit/S.C.P L,2,1,2024,6
FC POHU/SiPa,Geishan Pallo,2,4,2024,6
Vermo Vikings,HePuLi,5,2,2024,6
FC OHO UNITED,Lännen Torpedo,3,0,2024,6
PiTa,PPV/Seos,3,0,2024,6
FC Fortuna/Itä,MLHF,1,3,2024,6
StaPa De Royale,Kullervo/Mosaic,2,1,2024,6
KeiKa,FC Tuusula,3,0,2024,6
FC Kontu/TDJ,Valtti/keltainen,8,0,2024,6
HooGee/Hodari,LePa/Via Alberga,2,5,2024,6
AC Rastaala,EsPa/AFG,3,0,2024,6
KJS/Sininen,ViTa,4,1,2024,6
JäPS/United,AC JazzPa,12,1,2024,6
FC FC,FC POHU/Gettopojat,3,6,2024,6
LPS/reservi,Kulps,13,0,2024,6
HJK/Töölön Ihme,TöTa/FC Mauskis,1,2,2024,6
FC POHU/Atl Koffari,Ponnistus/Peruskallio,3,1,2024,6
HH Palloveikot,FC Puimur,4,0,2024,6
HerTo/3,FC Mango,1,7,2024,6
Purha,HiHi,3,0,2024,6
Ponnistus/Kermaa,FC POHU/Shrimps,3,1,2024,6
Ruila,FC Eagles,1,7,2024,6
PPS/Diablos Rojos,KelA/Akatemia,2,1,2024,6
FC Germania/Akademie,FC City,2,6,2024,6
PoPo,KarPo,2,2,2024,6
FC Kapina/2,HAlku/FC,3,2,2024,6
Kurvin Vauhti/Partiz,FC Dons/Akatemia,2,0,2024,6
Jokerit FC/2,Veijarit,2,2,2024,6
AFC EMU,AC StaSi,1,1,2024,6
StaPa De Royale,Käpylä Maanantai,8,0,2024,6
Vietfin FC,FC Viikingit/S.C.P L,5,1,2024,6
Strikers/Bertil,Ponnistus/Kermaa,6,0,2024,6
FC Mango,Andalus FC/Alpujarra,7,2,2024,6
FC Juvantus,Kulps,2,1,2024,6
Ponnistus/Peruskallio,FC Germania/Akademie,3,2,2024,6
AC StaSi,FC Haxi,1,7,2024,6
FC POHU/Shrimps,PK-35/Legendat,3,8,2024,6
FC Dons/Akatemia,PPJ/Faijat Jätkäsaari,2,0,2024,6
EsPa/AFG,LePa/Cityboys,2,1,2024,6
Kullervo/Mosaic,FC POHU/Atl Koffari,1,1,2024,6
Flamingo United/2,PaPe,0,3,2024,6
HaTP,Jäntevä/Ukot,3,3,2024,6
FC Fortuna/Itä,TiPS/Legends,0,1,2024,6
Iitin Pallo-68,Korian Klubi/2,2,0,2024,6
FC Villisiat,JaVo,1,2,2024,6
LePa/Via Alberga,PiTa,0,0,2024,6
Kilo IF/3,ViTa,3,1,2024,6
KelA/Akatemia,JäPS/United,3,4,2024,6
HiHi,PoPo,2,3,2024,6
Valtti/keltainen,Ruila,0,6,2024,6
HAlku/FC,PPS/Diablos Rojos,1,1,2024,6
FC Etapo,FC Loviisa/LIK,3,1,2024,6
FC Tuusula,Ares -86,0,0,2024,6
PPV/Seos,FC POHU/SiPa,3,0,2024,6
Kurvin Vauhti/Partiz,HJK/Töölön Ihme,2,0,2024,6
FC OHO UNITED,Vermo Vikings,3,0,2024,6
HerTo/3,AFC EMU,1,2,2024,6
HooGee/23,FC Kirkkonummi/3,3,1,2024,6
AC Rastaala,KJS/Sininen,0,0,2024,6
FC Kontu/ST,Jokerit FC/2,2,1,2024,6
HePuLi,Geishan Pallo,3,2,2024,6
HJK/Kantsu 94,FC Puimur,2,4,2024,6
FC ST4Y,Pessoas Boas,3,1,2024,6
FC Eagles,Fc Vuosaari/Ex-WK,2,1,2024,6
Lännen Torpedo,HooGee/Hodari,6,1,2024,6
TöTa/FC Mauskis,FC POHU/Gettopojat,3,2,2024,6
ViSa,Purha,4,1,2024,6
AC JazzPa,FC MVP,2,1,2024,6
FC POHU/United,HH Palloveikot,4,2,2024,6
FC Kapina/2,KeiKa,0,3,2024,6
Naseva,HausPa,1,2,2024,6
MyPa/FC,Lahden United,0,8,2024,6
MLHF,FC Kontu/TDJ,6,3,2024,6
HeMan,FC FC,0,3,2024,6
TiPS/Legends,FC Eagles,2,7,2024,6
Valtti/keltainen,MLHF,1,11,2024,6
FC POHU/SiPa,LePa/Via Alberga,6,4,2024,6
PPJ/Faijat Jätkäsaari,TöTa/FC Mauskis,1,2,2024,6
FC MVP,KelA/Akatemia,1,5,2024,6
PK-35/Legendat,KPPK,1,4,2024,6
FC POHU/United,HPS/Jägers,3,0,2024,6
Lahden United,Naseva,6,0,2024,6
Purha,FC Etapo,1,1,2024,6
JaVo,Iitin Pallo-68,1,2,2024,6
LePa/Cityboys,ViTa,8,1,2024,6
LPS/reservi,Ponnistus/Peruskallio,8,1,2024,6
FC Kirkkonummi/3,AC Rastaala,0,6,2024,6
PaPe,FC Villisiat,3,0,2024,6
Jäntevä/Ukot,KarPo,4,2,2024,6
Vermo Vikings,PPV/Seos,1,1,2024,6
Geishan Pallo,Lännen Torpedo,1,1,2024,6
PiTa,FC OHO UNITED,2,1,2024,6
FC Viikingit/S.C.P L,MLHF,3,1,2024,6
HJK/Töölön Ihme,HeMan,1,4,2024,6
KeiKa,AC JazzPa,6,0,2024,6
FC Kontu/TDJ,Vietfin FC,5,2,2024,6
HooGee/Hodari,HePuLi,1,2,2024,6
FC FC,FC ST4Y,1,2,2024,6
Andalus FC/Alpujarra,AC StaSi,0,4,2024,6
KJS/Sininen,Länsiväylän Dynamo,8,0,2024,6
JäPS/United,FC Kapina/2,7,2,2024,6
Kulps,Kullervo/Mosaic,2,1,2024,6
Ponnistus/Kermaa,HJK/Kantsu 94,2,4,2024,6
FC POHU/Atl Koffari,FC Juvantus,2,3,2024,6
Fc Vuosaari/Ex-WK,Valtti/keltainen,6,0,2024,6
Kilo IF/3,EsPa/AFG,1,3,2024,6
FC Puimur,Strikers/Bertil,1,2,2024,6
FC POHU/Gettopojat,FC Dons/Akatemia,3,1,2024,6
Pessoas Boas,Kurvin Vauhti/Partiz,1,1,2024,6
Ares -86,HAlku/FC,0,1,2024,6
Ruila,FC Fortuna/Itä,3,1,2024,6
PPS/Diablos Rojos,FC Tuusula,3,3,2024,6
AFC EMU,Veijarit,0,5,2024,6
FC POHU/United,PK-35/Legendat,4,0,2024,6
HH Palloveikot,FC POHU/Shrimps,8,1,2024,6
MyPa/FC,HausPa,3,3,2024,6
FC Loviisa/LIK,ViSa,4,3,2024,6
Käpylä Maanantai,FC City,2,5,2024,6
Jokerit FC/2,HerTo/3,1,2,2024,6
FC Germania/Akademie,StaPa De Royale,0,6,2024,6
PoPo,HaTP,7,2,2024,6
FC Haxi,FC Mango,4,1,2024,6
AC StaSi,FC Kontu/ST,3,2,2024,6
HJK/Kantsu 94,FC POHU/Shrimps,1,2,2024,6
FC Germania/Akademie,Käpylä Maanantai,0,0,2024,6
FC POHU/Gettopojat,HeMan,2,1,2024,6
HooGee/Hodari,FC OHO UNITED,2,3,2024,6
HooGee/23,ViTa,2,1,2024,6
FC Kirkkonummi/3,KJS/Sininen,0,7,2024,6
Lahden United,FC Villisiat,5,2,2024,6
Ruila,TiPS/Legends,0,2,2024,6
FC Kontu/TDJ,FC Fortuna/Itä,2,5,2024,6
FC FC,Pessoas Boas,1,3,2024,6
Vietfin FC,Valtti/keltainen,5,0,2024,6
Kulps,FC City,1,5,2024,6
FC Juvantus,Ponnistus/Peruskallio,2,3,2024,6
Ares -86,AC JazzPa,2,2,2024,6
LePa/Cityboys,AC Rastaala,0,1,2024,6
Jokerit FC/2,AFC EMU,3,2,2024,6
HAlku/FC,FC MVP,3,1,2024,6
PaPe,JaVo,5,0,2024,6
Kullervo/Mosaic,LPS/reservi,0,3,2024,6
JäPS/United,KeiKa,3,1,2024,6
Geishan Pallo,PPV/Seos,1,5,2024,6
PPS/Diablos Rojos,FC Kapina/2,3,1,2024,6
HePuLi,LePa/Via Alberga,2,3,2024,6
TöTa/FC Mauskis,FC ST4Y,1,2,2024,6
FC POHU/Atl Koffari,StaPa De Royale,0,1,2024,6
FC Puimur,FC POHU/United,1,6,2024,6
FC Haxi,Veijarit,5,1,2024,6
FC Viikingit/S.C.P L,FC Eagles,2,2,2024,6
Kilo IF/3,Länsiväylän Dynamo,3,4,2024,6
Naseva,Flamingo United/2,16,2,2024,6
PoPo,Jäntevä/Ukot,3,1,2024,6
MyPa/FC,Korian Klubi/2,0,1,2024,6
FC Loviisa/LIK,KarPo,2,2,2024,6
Pessoas Boas,HJK/Töölön Ihme,5,1,2024,6
PiTa,Vermo Vikings,1,1,2024,6
MLHF,Fc Vuosaari/Ex-WK,2,1,2024,6
Andalus FC/Alpujarra,HerTo/3,0,6,2024,6
Lännen Torpedo,FC POHU/SiPa,3,1,2024,6
Strikers/Bertil,HH Palloveikot,2,0,2024,6
FC Etapo,HiHi,1,1,2024,6
FC Dons/Akatemia,FC FC,1,2,2024,6
Ponnistus/Kermaa,KPPK,2,3,2024,6
PK-35/Legendat,HPS/Jägers,1,1,2024,6
FC Eagles,Vietfin FC,1,1,2024,6
FC Fortuna/Itä,FC Viikingit/S.C.P L,1,3,2024,6
TiPS/Legends,FC Kontu/TDJ,3,0,2024,6
FC MVP,JäPS/United,0,3,2024,6
KelA/Akatemia,HAlku/FC,4,2,2024,6
Flamingo United/2,MyPa/FC,0,4,2024,6
HH Palloveikot,PK-35/Legendat,1,3,2024,6
HaTP,FC Loviisa/LIK,5,3,2024,6
FC Kontu/ST,FC Mango,2,1,2024,6
LePa/Via Alberga,Lännen Torpedo,2,1,2024,6
HeMan,TöTa/FC Mauskis,2,0,2024,6
HiHi,ViSa,0,4,2024,6
Jäntevä/Ukot,Purha,3,6,2024,6
HJK/Töölön Ihme,PPJ/Faijat Jätkäsaari,0,1,2024,6
HooGee/23,EsPa/AFG,2,2,2024,6
KeiKa,PPS/Diablos Rojos,4,0,2024,6
FC ST4Y,FC Dons/Akatemia,1,0,2024,6
KarPo,FC Etapo,1,1,2024,6
AC JazzPa,FC Tuusula,1,2,2024,6
LPS/reservi,FC Germania/Akademie,11,0,2024,6
Käpylä Maanantai,FC POHU/Atl Koffari,2,1,2024,6
FC POHU/United,HJK/Kantsu 94,1,1,2024,6
StaPa De Royale,Kulps,10,0,2024,6
FC Kapina/2,Ares -86,0,1,2024,6
FC City,FC Juvantus,8,3,2024,6
HPS/Jägers,Ponnistus/Kermaa,2,1,2024,6
PPJ/Faijat Jätkäsaari,Kurvin Vauhti/Partiz,2,1,2024,6
Wartti/Wild Boars,FC Samba,0,5,2023,6
Wartti/Wild Boars,HaPK Edustus/2,2,4,2023,6
Pelikaani,Flamingo United,1,4,2023,6
FC Samba,HDS/Express,1,2,2023,6
Andalus FC,HaPK Edustus/2,2,1,2023,6
HDS/Express,FC Nile,1,3,2023,6
Flamingo United,HaPK Edustus/2,1,2,2023,6
Hukat,FC Samba,3,2,2023,6
ToTe/Keparoi,Wartti/Wild Boars,1,0,2023,6
Andalus FC,Pelikaani,5,1,2023,6
PPS/Diablos Rojos,FC ST4Y,1,8,2023,6
Valtti/R.O.U.,HerTo/3,0,2,2023,6
FC Villisiat,Naseva,2,4,2023,6
Kurvin Vauhti/Partiz,Ponnistus/Peruskallio,3,1,2023,6
FC Tuusula,FC Kapina/2,6,0,2023,6
Flamingo United,Iitin Pallo-68,5,1,2023,6
Kilo IF/3,Tavastia/FC Mojo,3,3,2023,6
MLHF,Ruila,3,3,2023,6
FC Vantaa,FC Kontu/Kupa,3,0,2023,6
HaTP,KarPo,3,1,2023,6
AFC EMU,MK-United,0,7,2023,6
FC Loviisa/2,HP-47,1,2,2023,6
PaPe,LIK,3,3,2023,6
Strikers/Bertil,FC Juvantus,2,2,2023,6
FC LP,KJS/Sininen,1,6,2023,6
FC Degis,FC POHU/Shrimps,7,0,2023,6
CLE/B,Vermo Vikings,4,3,2023,6
Vietfin FC,TiPS/Legends,3,0,2023,6
HooGee/Hodari,Geishan Pallo,1,4,2023,6
FC Nile,Kullervo/Mosaic,2,1,2023,6
Pelikaani,KeiKa,2,0,2023,6
KFFK,Länsiväylän Dynamo,0,2,2023,6
Kulps,AC StaSi,3,4,2023,6
HPS/Jägers,HDS/Express,4,5,2023,6
Polin Pallo,KPPK,6,0,2023,6
Käpylä Maanantai,FC Germania/Akademie,3,2,2023,6
FC POHU/SiPa,HeMan,1,2,2023,6
Jäntevä/Ukot,HaPK Edustus/2,3,1,2023,6
El-Nibras FC,Kilo IF/1,1,3,2023,6
Gnistan/3,FC Eagles,3,0,2023,6
PiTa,FC Samba,3,0,2023,6
PPS/Diablos Rojos,KoPa,3,1,2023,6
Chicken Wings/2,Veijarit,5,2,2023,6
HePuLi,Trikiinit,0,1,2023,6
HerTo/3,FC Viikingit/S.C.P Legends,2,3,2023,6
FC FC,Gilla FC,0,3,2023,6
LJS/Reservi,Hukat,1,0,2023,6
FC Honka/Leopardit,FC POHU/Atl Koffari,4,3,2023,6
LePa/Via Alberga,ViTa,9,2,2023,6
KäPa/3,ToTe/Keparoi,0,1,2023,6
Ponnistus/Kermaa,PK-35/Legendat,3,1,2023,6
FC Kontu/TDJ,Wartti/Wild Boars,3,4,2023,6
HAlku/FC,FC Kapina/2,2,4,2023,6
AC JazzPa,HausPa,0,2,2023,6
ViSa,HiHi,3,0,2023,6
Valtti/R.O.U.,Chicken Wings/2,1,13,2023,6
HP-47,FC Villisiat,4,1,2023,6
LIK,JaVo,1,5,2023,6
HaPK Edustus/2,PoPo,4,5,2023,6
Tavastia/FC Mojo,FC Honka/Leopardit,2,3,2023,6
KJS/Sininen,LePa/Via Alberga,6,0,2023,6
FC Kontu/Kupa,Andalus FC,1,4,2023,6
FC POHU/Atl Koffari,Polin Pallo,1,2,2023,6
HerTo/3,MLHF,2,2,2023,6
TiPS/Legends,AFC EMU,3,1,2023,6
Gnistan/3,Kulps,12,3,2023,6
HDS/Express,HePuLi,2,1,2023,6
Gilla FC,HooGee/Hodari,3,0,2023,6
FC ST4Y,Vietfin FC,1,4,2023,6
Länsiväylän Dynamo,FC LP,6,2,2023,6
KeiKa,HAlku/FC,2,0,2023,6
FC Juvantus,HPS/Jägers,0,1,2023,6
FC Eagles,FC POHU/Shrimps,10,0,2023,6
FCFJ,FC Tuusula,3,0,2023,6
Kilo IF/1,Hukat,1,1,2023,6
JäPS/United,Pelikaani,6,1,2023,6
ViTa,El-Nibras FC,1,9,2023,6
PK-35/Legendat,KäPa/3,5,1,2023,6
KPPK,Kilo IF/3,4,0,2023,6
MK-United,PPS/Diablos Rojos,3,2,2023,6
Vermo Vikings,FC Honka/Leopardit,1,3,2023,6
AC StaSi,Ponnistus/Kermaa,1,2,2023,6
ToTe/Keparoi,FC Degis,1,1,2023,6
FC Etapo,HaTP,0,4,2023,6
HiHi,Jäntevä/Ukot,2,3,2023,6
Geishan Pallo,Strikers/Bertil,1,0,2023,6
LJS/Reservi,KFFK,3,0,2023,6
Naseva,PaPe,2,1,2023,6
KoPa,FC Vantaa,1,1,2023,6
Tavastia/FC Mojo,PiTa,1,8,2023,6
Trikiinit,FC FC,1,6,2023,6
KarPo,ViSa,0,0,2023,6
FC Kapina/2,AC JazzPa,1,1,2023,6
